UserId,degree,betweenness,closeness,eigenvector
1,306,5.227308469166203,0.6479690522243714,0.02031953659725972
2,612,33.02267871352215,0.9203296703296704,0.03994909177758852
3,643,51.293115216759965,0.9612625538020086,0.04146346465778925
4,656,62.3425310159306,0.9795321637426899,0.042024069317833875
5,642,50.71527318692573,0.9598853868194842,0.04139250954471987
6,538,24.33061318778452,0.8354114713216957,0.03523011282203826
7,641,52.848490072905044,0.9585121602288984,0.04128787808262392
8,657,60.98931827807441,0.9809663250366032,0.042133227319212034
9,624,45.13199608614185,0.9357541899441342,0.04040487908241808
10,591,29.6410127878056,0.8945260347129506,0.03867496897512683
11,541,20.65475805545382,0.8385481852315394,0.035609619122079134
12,565,30.649992063773958,0.8645161290322582,0.036868913709452666
13,631,48.25135597721123,0.9449929478138221,0.0407746208477141
14,414,9.731199725271185,0.7235421166306696,0.027587625884397206
15,670,75.7460444350975,1.0,0.04262219387330583
16,550,18.759202609054515,0.8481012658227848,0.03629924794477951
17,663,65.18078309988351,0.9896602658788773,0.04239063830698712
18,530,16.323040836364978,0.8271604938271605,0.0350055331356074
19,665,68.8542627578796,0.9925925925925927,0.04244590604953452
20,652,58.046781031569225,0.9738372093023256,0.041893864595357266
21,654,59.76095933283491,0.9766763848396501,0.04196609068451794
22,662,64.18642309835616,0.9882005899705015,0.042355503013313534
23,669,73.63567386694741,0.9985096870342771,0.042596769461485766
24,545,13.803111866824402,0.8427672955974843,0.03613590007178848
25,502,11.589638664737102,0.7995226730310263,0.03335290531553235
26,654,56.88388544018498,0.9766763848396501,0.04202205756511008
27,564,22.290645881394006,0.8634020618556701,0.0371429373893729
28,552,27.289221511174308,0.850253807106599,0.03614931765187272
29,388,9.837368419592963,0.703781512605042,0.02574832614318896
30,670,75.7460444350975,1.0,0.04262219387330583
31,637,51.55375434175212,0.9530583214793742,0.041042861401618586
32,551,18.28775326219214,0.8491761723700887,0.03642005883323175
33,608,43.45326425434579,0.9153005464480874,0.039374403651734814
34,657,61.648451134782206,0.9809663250366032,0.04209546555960187
35,318,7.326753398905222,0.6555772994129158,0.020978061433824784
36,643,50.8769566702942,0.9612625538020086,0.04147884004084082
37,577,25.067873953753505,0.8781127129750983,0.03788622289296959
38,629,45.91222069335278,0.9423347398030942,0.04068020147522617
39,598,31.948981044202487,0.9029649595687331,0.039046145683421005
40,512,15.696192386160766,0.8091787439613526,0.03379213828089424
41,656,63.5617029356331,0.9795321637426899,0.04198146833631121
42,640,44.20504507162044,0.9571428571428572,0.04143026673206064
43,655,64.81822828160155,0.9781021897810219,0.04191735359193193
44,506,11.680809064246409,0.803357314148681,0.03360927466629398
45,375,8.286013999578502,0.694300518134715,0.02489060638503313
46,466,17.963419325751737,0.7665903890160183,0.030587022063685316
47,583,21.17235539831523,0.8850726552179657,0.03839771160757947
48,663,68.73709112260545,0.9896602658788773,0.04233994187422346
49,626,49.02643796932739,0.938375350140056,0.04041660400893894
50,583,20.493226592597033,0.8850726552179657,0.03842120892553833
51,339,6.646383198496394,0.6693306693306693,0.02245293651786964
52,474,16.212545111789296,0.7736720554272518,0.031230896786456786
53,515,21.522784136593724,0.8121212121212122,0.0338486957940017
54,504,17.70472177192451,0.8014354066985646,0.03324913937719698
55,538,18.17659468970389,0.8354114713216957,0.03548597237410952
56,669,73.48397792722143,0.9985096870342771,0.042597848260928994
57,658,65.12472182880937,0.9824046920821115,0.042106597588834005
58,540,27.09440104184545,0.8375,0.03531921967728568
59,653,55.778548606329224,0.9752547307132459,0.04197732213429113
60,588,32.63270188458546,0.8909574468085106,0.03828396532835464
61,653,62.5273293126986,0.9752547307132459,0.041848991332835206
62,558,21.84507174483915,0.8567774936061382,0.03668074886755264
63,648,50.675852296835984,0.9682080924855492,0.04177781770925624
64,549,12.080079125502436,0.8470290771175728,0.03652965971003682
65,460,9.583601665505745,0.7613636363636364,0.0305844985833649
66,623,42.03697046288407,0.9344490934449093,0.04040933224356132
67,637,46.952088127385295,0.9530583214793742,0.041191620403775664
68,661,64.95050352556507,0.9867452135493373,0.04229083444282036
69,648,54.55249191058607,0.9682080924855492,0.041715780922726056
70,549,28.486752390741724,0.8470290771175728,0.035855886889939334
71,442,7.491668764322229,0.7461024498886415,0.02952848464898252
72,655,57.89964609586979,0.9781021897810219,0.04206445851752749
73,670,75.7460444350975,1.0,0.04262219387330583
74,624,42.598576759773984,0.9357541899441342,0.040483347858518745
75,660,62.32561187121306,0.9852941176470588,0.04227193330474681
76,280,3.8803152611808653,0.6320754716981133,0.018700884705897754
77,668,72.32672231862534,0.9970238095238096,0.042562748849952495
78,668,73.24725300139924,0.9970238095238096,0.04254732319137816
79,631,45.8887573002987,0.9449929478138221,0.04078890770744822
80,516,17.00184416044343,0.8131067961165048,0.03401675398677052
81,557,26.851936285933764,0.8556832694763729,0.03645767584724424
82,571,18.143415405970728,0.8712613784135241,0.03774369200853325
83,656,59.26867026419318,0.9795321637426899,0.04208114348870197
84,630,39.76968744589101,0.943661971830986,0.04091259654183132
85,636,46.95902208281757,0.9517045454545455,0.041129054661699416
86,649,54.225343416583094,0.9696092619392186,0.04177716714624581
87,562,21.05948136245929,0.8611825192802056,0.036986206269956225
88,664,65.19158052613217,0.9911242603550297,0.04244804515356432
89,646,51.65824100088197,0.9654178674351586,0.041650194551380484
90,571,27.019390685599138,0.8712613784135241,0.037387662010347676
91,642,48.97650433339395,0.9598853868194842,0.041450537452653535
92,641,47.28260663445606,0.9585121602288984,0.04141841081349177
93,658,62.28541249232352,0.9824046920821115,0.04214106578665251
94,663,66.68090265422035,0.9896602658788773,0.042362383387112096
95,665,71.88719190900855,0.9925925925925927,0.04239676891658588
96,595,41.412992039133215,0.8993288590604027,0.03850785053505416
