UserId,degree,betweenness,closeness,eigenvector,community,eccentricity,authority,hub,farness
1,1,0.0,0.10505922525863554,0.002134929484675728,1,10,0.0021348925060834345,0.002134892408443195,9.518440646579993
2,2,0.0,0.029855296687295235,1.6724898264362472e-09,2,7,2.1060702808898356e-13,1.1089412656074705e-13,33.494894071025755
3,0,0.0,0.0,0.0,3,0,0.0,0.0,0.0
4,3,18.86067325388054,0.13767992776331864,0.04882593230945116,4,10,0.04882604310312214,0.04882604363365642,7.26322286948806
5,2,321.0,0.07497685988661344,3.621856324016258e-05,5,12,3.6217404577947955e-05,3.6217401894853296e-05,13.337448400910459
6,3,312.9152660557537,0.10643207620768236,0.003958263480802572,6,11,0.0039583195186365374,0.0039583196534199415,9.395663747540604
7,3,39.5,0.036268656716417914,6.919684432491704e-09,2,6,8.715081914166718e-13,4.588906601111727e-13,27.57201646090535
8,3,324.95787545787545,0.11732542744956037,0.013988483835595405,7,10,0.013987603960187847,0.013987601541262596,8.523301570155473
9,5,19.840198294848932,0.10844585760754741,0.013692011292875865,4,11,0.013692059372981626,0.01369205985251126,9.221191312063578
10,2,957.0,0.11600617601646937,0.01115847723291984,8,11,0.01115856650619877,0.011158566899846687,8.620230700976043
11,0,0.0,0.0,0.0,9,0,0.0,0.0,0.0
12,1,0.0,0.0014925373134328358,9.076476507820548e-28,10,1,2.3662228250863694e-42,2.1495682355816e-43,670.0
13,0,0.0,0.0,0.0,11,0,0.0,0.0,0.0
14,2,0.0,0.11840263106807203,0.02004452045394382,12,11,0.02004475072970978,0.02004475136386376,8.445758265499016
15,28,9755.317898334933,0.1774681637683144,0.2624455047332538,7,8,0.26244356532921426,0.2624435598012867,5.63481347170248
16,0,0.0,0.0,0.0,13,0,0.0,0.0,0.0
17,1,0.0,0.1075415141111676,0.0067011024942869955,7,10,0.006699830146332367,0.006699826653680062,9.298734616720033
18,2,0.0,0.03286086346789543,4.9479906744922614e-09,2,7,6.230939254009874e-13,3.280875938468131e-13,30.431336686480716
19,2,80.0,0.036134824034807514,5.476642063944466e-09,2,6,6.897984308500622e-13,3.632122721451141e-13,27.674135040390183
20,0,0.0,0.0,0.0,14,0,0.0,0.0,0.0
21,5,297.29761904761887,0.028058846170294666,2.957704672362343e-09,15,8,3.72523528953393e-13,1.9615133485964326e-13,35.63938424020728
22,2,121.07682043898726,0.13410072686825836,0.0353259277075828,16,10,0.035326504734364106,0.03532650614295897,7.4570811311292005
23,5,142.5068486695209,0.13916568237946958,0.05492815447917191,7,9,0.05492572055214433,0.05492571382141049,7.185679564831603
24,0,0.0,0.0,0.0,17,0,0.0,0.0,0.0
25,0,0.0,0.0,0.0,18,0,0.0,0.0,0.0
26,5,1278.0,0.054203936534490425,3.791423672205041e-08,19,13,3.7910859799392233e-08,3.791084948457669e-08,18.448844566181858
27,5,76.35774111509406,0.12715878291369775,0.03541430459828609,4,10,0.035414308989356116,0.035414309700855004,7.864183480575595
28,6,117.29646038323443,0.12736809778269148,0.03794048926482215,4,10,0.03794050056204509,0.037940501404088035,7.851259596466186
29,0,0.0,0.0,0.0,20,0,0.0,0.0,0.0
